Date,aapl,binned_returns
2020-09-08,-0.0696664134100757,0
2020-09-09,0.039111718593386066,17
2020-09-10,-0.033190476584314316,4
2020-09-11,-0.013215975584604234,7
2020-09-14,0.0295587677270419,15
2020-09-15,0.0015591777677694753,10
2020-09-16,-0.029957947963254385,4
2020-09-17,-0.016092398747550203,7
2020-09-18,-0.03223404548387055,4
2020-09-21,0.029874929731766666,15
2020-09-22,0.015593717176446,12
2020-09-23,-0.04285148272214301,2
2020-09-24,0.010216464472639781,11
2020-09-25,0.03682962575270295,16
2020-09-28,0.023588444938588433,14
2020-09-29,-0.007596439733198263,8
2020-09-30,0.014963181961393889,12
2020-10-01,0.00842662384914946,11
2020-10-02,-0.032812780526146765,4
2020-10-05,0.030326532096858413,15
2020-10-06,-0.029088615722063362,4
2020-10-07,0.016825016777153534,13
2020-10-08,-0.0009564606204790499,9
2020-10-09,0.017246409458697112,13
2020-10-12,0.06158458724954255,19
2020-10-13,-0.026885584989302158,5
2020-10-14,0.0007430371225634581,10
2020-10-15,-0.003968591520747728,9
2020-10-16,-0.014099483374780333,7
2020-10-19,-0.025873790917171235,5
2020-10-20,0.013105551660510908,12
2020-10-21,-0.005461014620312441,9
2020-10-22,-0.009629635477225463,8
2020-10-23,-0.006152833045670406,8
2020-10-26,8.699753921884089e-05,10
2020-10-27,0.01338241518390638,12
2020-10-28,-0.04741882586666597,1
2020-10-29,0.03638038921044911,16
2020-10-30,-0.05764802512495724,0
2020-11-02,-0.0008273035747054331,9
2020-11-03,0.015236872366049866,12
2020-11-04,0.04002490872614347,17
2020-11-05,0.03487825124163217,16
2020-11-06,-0.001136842270531756,9
2020-11-09,-0.020169793027371964,6
2020-11-10,-0.003013500146035808,9
2020-11-11,0.029901036268425645,15
2020-11-12,-0.00234591677785388,9
2020-11-13,0.000419371217319187,10
2020-11-16,0.008682583768354686,11
2020-11-17,-0.0075932106966849645,8
2020-11-18,-0.011456669923305927,7
2020-11-19,0.005154910637414283,10
2020-11-20,-0.011018023924894737,8
2020-11-23,-0.030193953756283552,4
2020-11-24,0.011527589710022015,12
2020-11-25,0.007439415650208127,11
2020-11-27,0.004814873304922735,10
2020-11-30,0.020879890660270857,13
2020-12-01,0.030361877350609884,15
2020-12-02,0.002929228355656797,10
2020-12-03,-0.0011382799619633766,9
2020-12-04,-0.0056282913941355425,8
2020-12-07,0.01219529704886205,12
2020-12-08,0.0050778336816739355,10
2020-12-09,-0.02112512767912596,6
2020-12-10,0.011917522783876745,12
2020-12-11,-0.006757375839751118,8
2020-12-14,-0.00516014694412568,9
2020-12-15,0.04887633748699175,18
2020-12-16,-0.0005477984109647582,9
2020-12-17,0.006939676388456242,11
2020-12-18,-0.01597794943410127,7
2020-12-21,0.012319294942802565,12
2020-12-22,0.028066768489195513,15
2020-12-23,-0.007000390810647492,8
2020-12-24,0.007682718428445369,11
2020-12-28,0.035141006933912804,16
2020-12-29,-0.013404294409116672,7
2020-12-30,-0.008563348428373958,8
2020-12-31,-0.007732496420934134,8
2021-01-04,-0.025029850243768654,5
2021-01-05,0.012288015705838932,12
2021-01-06,-0.0342412686326423,3
2021-01-07,0.03355393941506955,16
2021-01-08,0.008594261528299847,11
2021-01-11,-0.023523344766687097,5
2021-01-12,-0.0013963053997205824,9
2021-01-13,0.01609605479001092,12
2021-01-14,-0.015242511961073171,7
2021-01-15,-0.01382580018517358,7
2021-01-19,0.0054125253010961875,10
2021-01-20,0.032327925280448325,15
2021-01-21,0.036002259600692595,16
2021-01-22,0.01594589463507362,12
2021-01-25,0.02730745985607347,14
2021-01-26,0.0016781524128302427,10
2021-01-27,-0.007713410885476117,8
2021-01-28,-0.03561192460807609,3
2021-01-29,-0.03813865196388942,3
2021-02-01,0.016385139877289335,12
2021-02-02,0.006316447439386597,11
2021-02-03,-0.007808534545173266,8
2021-02-04,0.025431601194222244,14
2021-02-05,-0.003103189421187003,9
2021-02-08,0.0010965906754903131,10
2021-02-09,-0.006595594790443731,8
2021-02-10,-0.004568603778976143,9
2021-02-11,-0.0019225373649385208,9
2021-02-12,0.0017746925874296147,10
2021-02-16,-0.01623516486115275,7
2021-02-17,-0.01780135479302456,6
2021-02-18,-0.00867428612953859,8
2021-02-19,0.0012328002164517442,10
2021-02-22,-0.030251840337141657,4
2021-02-23,-0.0011117100974794279,9
2021-02-24,-0.004060408981505531,9
2021-02-25,-0.03540189964537855,3
2021-02-26,0.0022290655680601134,10
2021-03-01,0.0524513452345174,19
2021-03-02,-0.02111515242976719,6
2021-03-03,-0.024760449023524575,5
2021-03-04,-0.015938226089362666,7
2021-03-05,0.010681069210243543,11
2021-03-08,-0.04256684840662999,2
2021-03-09,0.03984535523275357,17
2021-03-10,-0.00920891762727595,8
2021-03-11,0.016367848869598002,12
2021-03-12,-0.007654609208747918,8
2021-03-15,0.02416244438982271,14
2021-03-16,0.01266255381923816,12
2021-03-17,-0.0064715579462910275,8
2021-03-18,-0.034493199361169326,3
2021-03-19,-0.004490138221934806,9
2021-03-22,0.02794145077914757,15
2021-03-23,-0.006912447682743791,8
2021-03-24,-0.02019602629668062,6
2021-03-25,0.004154766052656411,10
2021-03-26,0.005128259278538422,10
2021-03-29,0.0014839636870555126,10
2021-03-30,-0.012350426862489342,7
2021-03-31,0.018591680862002385,13
2021-04-01,0.006934505148152633,11
2021-04-05,0.02330363361888974,14
2021-04-06,0.002459327394564964,10
2021-04-07,0.013301482426394149,12
2021-04-08,0.019051126967017586,13
2021-04-09,0.020049116816522355,13
2021-04-12,-0.013321078692495372,7
2021-04-13,0.02401568061520447,14
2021-04-14,-0.018014379629356224,6
2021-04-15,0.01853501035663858,13
2021-04-16,-0.0025310390042085546,9
2021-04-19,0.005055803445135781,10
2021-04-20,-0.012912992672357753,7
2021-04-21,0.0029256327150021764,10
2021-04-22,-0.011754240096964208,7
2021-04-23,0.017877671826003,13
2021-04-26,0.002973256783008069,10
2021-04-27,-0.0024523156506058978,9
2021-04-28,-0.006045428042319073,8
2021-04-29,-0.000749116047249876,9
2021-04-30,-0.015248895021744896,7
2021-05-03,0.008181727798652562,11
2021-05-04,-0.03602654274602449,3
2021-05-05,0.001953474379464505,10
2021-05-06,0.012721386826657967,12
2021-05-07,0.005313275659274669,10
2021-05-10,-0.026143385496355323,5
2021-05-11,-0.007437907224526611,8
2021-05-12,-0.025254669276858134,5
2021-05-13,0.017760900430528918,13
2021-05-14,0.019650444034667442,13
2021-05-17,-0.009301653221438786,8
2021-05-18,-0.011309454552329514,7
2021-05-19,-0.0012824053292302274,9
2021-05-20,0.020794430769622282,13
2021-05-21,-0.014877136667484329,7
2021-05-24,0.013226214315004524,12
2021-05-25,-0.0015747371497522936,9
2021-05-26,-0.00039402612820321363,9
2021-05-27,-0.012453986785632937,7
2021-05-28,-0.005362453567739368,9
2021-06-01,-0.0026518540380450714,9
2021-06-02,0.00625647991252552,11
2021-06-03,-0.012228567126209585,7
2021-06-04,0.018843519944998083,13
2021-06-07,7.948037610251444e-05,10
2021-06-08,0.006649854316973224,11
2021-06-09,0.003072442908509631,10
2021-06-10,-0.008055590971005467,8
2021-06-11,0.009784577184695758,11
2021-06-14,0.024280640677993858,14
2021-06-15,-0.0064585111119322535,8
2021-06-16,0.003926287957776417,10
2021-06-17,0.012522144356390258,12
2021-06-18,-0.010143188830857408,8
2021-06-21,0.014005429832896692,12
2021-06-22,0.012618561888731127,12
2021-06-23,-0.002092067122903268,9
2021-06-24,-0.0021715699347732934,9
2021-06-25,-0.0022509984854152537,9
2021-06-28,0.012467784600500856,12
2021-06-29,0.011434674688879069,12
2021-06-30,0.004610502576491386,10
2021-07-01,0.0022609146138072487,10
2021-07-02,0.019406991029324482,13
2021-07-06,0.014610999645948966,12
2021-07-07,0.01779597653488437,13
2021-07-08,-0.00924215667676354,8
2021-07-09,0.012970464785663932,12
2021-07-12,-0.004212596767945872,9
2021-07-13,0.00785803362000928,11
2021-07-14,0.023815074214561135,14
2021-07-15,-0.004502414769724463,9
2021-07-16,-0.014176099062791717,7
2021-07-19,-0.02728299264083994,5
2021-07-20,0.02564234501119037,14
2021-07-21,-0.005144909458096664,9
2021-07-22,0.009582519488655914,11
2021-07-23,0.011917908415531548,12
2021-07-26,0.0028903879178501443,10
2021-07-27,-0.015012803255944528,7
2021-07-28,-0.012270423251215147,7
2021-07-29,0.004541407390823472,10
2021-07-30,0.0015099409606231882,10
2021-08-02,-0.002333885869529798,9
2021-08-03,0.012564848285944072,12
2021-08-04,-0.002786107258762287,9
2021-08-05,0.000748313713216482,10
2021-08-06,-0.0047785296429895385,9
2021-08-09,-0.00034200167936468607,9
2021-08-10,-0.0033597601141597037,9
2021-08-11,0.0017842570281600613,10
2021-08-12,0.020560138202618837,13
2021-08-13,0.0014094546570142601,10
2021-08-16,0.013457165792186745,12
2021-08-17,-0.006173097168881552,8
2021-08-18,-0.025832037716930226,5
2021-08-19,0.0023206354710147634,10
2021-08-20,0.010105506876628168,11
2021-08-23,0.010204845091857791,11
2021-08-24,-0.000601332870677526,9
2021-08-25,-0.008457059618952845,8
2021-08-26,-0.005542590763693597,9
2021-08-27,0.007159012874040386,11
2021-08-30,0.029963793211828224,15
2021-08-31,-0.008460344681535273,8
2021-09-01,0.004468742476470129,10
2021-09-02,0.007446961039280074,11
2021-09-03,0.004221489180860961,10
2021-09-07,0.015370732490474706,12
2021-09-08,-0.010134837274268484,8
2021-09-09,-0.006727607185449757,8
2021-09-10,-0.033662113727559916,3
2021-09-13,0.003885856983952045,10
2021-09-14,-0.009608029044552657,8
2021-09-15,0.006124919243274228,11
2021-09-16,-0.0016118586081795006,9
2021-09-17,-0.0185183539346722,6
2021-09-20,-0.021592456226014935,6
2021-09-21,0.003422067674394239,10
2021-09-22,0.0167316838369013,13
2021-09-23,0.0066968099814643306,11
2021-09-24,0.0006126499731611047,10
2021-09-27,-0.01060613292646126,8
2021-09-28,-0.024089058034795087,5
2021-09-29,0.006462046056919647,11
2021-09-30,-0.00935546800855838,8
2021-10-01,0.008094346280132567,11
2021-10-04,-0.024913369158801418,5
2021-10-05,0.014059043546401518,12
2021-10-06,0.006287503615954298,11
2021-10-07,0.009043374650906214,11
2021-10-08,-0.0027255626165328764,9
2021-10-11,-0.0006297816547042124,9
2021-10-12,-0.009144947874725275,8
2021-10-13,-0.004248779343084517,9
2021-10-14,0.020023914057208093,13
2021-10-15,0.007484101590498764,11
2021-10-18,0.011737211572062659,12
2021-10-19,0.014967687360806918,12
2021-10-20,0.0033552410711682776,10
2021-10-21,0.0014729090430024706,10
2021-10-22,-0.005299029753978861,9
2021-10-25,-0.00033623983170432813,9
2021-10-26,0.004564325437270532,10
2021-10-27,-0.003152293583495935,9
2021-10-28,0.024684037913798435,14
2021-10-29,-0.018322139386293287,6
2021-11-01,-0.005623404922889349,8
2021-11-02,0.00709069769614858,11
2021-11-03,0.009751381702243007,11
2021-11-04,-0.003504712199597967,9
2021-11-05,0.003575783177824526,10
2021-11-08,-0.005568028423418267,8
2021-11-09,0.002456251147492258,10
2021-11-10,-0.019349225370582104,6
2021-11-11,-0.0003379168266549509,9
2021-11-12,0.014234958118117558,12
2021-11-15,6.661651667589798e-05,10
2021-11-16,0.006644675406926925,11
2021-11-17,0.016355654086175286,12
2021-11-18,0.028136378052038405,15
2021-11-19,0.01683342320407663,13
2021-11-22,0.0029232726839081608,10
2021-11-23,0.002419248146079235,10
2021-11-24,0.0032780043834850733,10
2021-11-26,-0.03219090194330936,4
2021-11-29,0.021637717078203885,13
2021-11-30,0.03108935097091938,15
2021-12-01,-0.003211360175781816,9
2021-12-02,-0.006148788501115431,8
2021-12-03,-0.011793618307485827,7
2021-12-06,0.021275031585014374,13
2021-12-07,0.03483234715590822,16
2021-12-08,0.0225275743441984,14
2021-12-09,-0.002974723003927609,9
2021-12-10,0.027628097783788576,14
2021-12-13,-0.020890975539907066,6
2021-12-14,-0.008055530622588817,8
2021-12-15,0.028110407989672414,15
2021-12-16,-0.04005559126582354,2
2021-12-17,-0.0065229565684055465,8
2021-12-20,-0.008155123752072115,8
2021-12-21,0.01890717345275584,13
2021-12-22,0.015202707270054237,12
2021-12-23,0.0036368896481981843,10
2021-12-27,0.022714919708041216,14
2021-12-28,-0.005783748671946699,8
2021-12-29,0.0005017189247486773,10
2021-12-30,-0.006599959387781816,8
2021-12-31,-0.0035416221162272105,9
